gene	name	location	somatic	germline	tumour.type.somatic	tumour.type.germline	syndrome	tissue.type	inheritance	cancer.role	impact	chr	Mut.class	nseqs	seqlength	dN	dS	dNdS	lhM1	lhM2	lrtM1M2	padjM1M2	lhM8a	lhM8	lrtM8aM8	padjM8aM8	PSS_M2	PSS_M8	PS
SH2B3	SH2B adaptor protein 3	12:111418146-111448302	yes	no	"MPN, sAML, erythrocytosis, B-ALL"			L	Rec	TSG	"Mis, F, N"	12	somatic	24	565	1.1021	8.6235	0.1278	-14911.410703	-14911.410703	1	1	-14782.609439	-14782.609439	1	1	0	0	No
SH3GL1	SH3-domain GRB2-like 1 (EEN)	19:4361600-4400368	yes	no	AL			L	Dom	"oncogene, fusion"	T	19	somatic	12	369	0.2167	7.969	0.02719	-4919.279511	-4919.279511	1	1	-4887.36102	-4887.36102	1	1	0	0	No
SIX1	SIX homeobox 1	14:60646283-60649189	yes	no	Wilms tumour			O		oncogene	Mis	14	somatic	17	285	0.0208	2.1727	0.00957	-2810.856614	-2810.856618	1	1	-2808.192985	-2808.192902	0.989720260930764	1	0	0	No
SLC34A2	"solute carrier family 34 (sodium phosphate), member 2"	4:25662501-25676749	yes	no	NSCLC			E	Dom	"TSG, fusion"	T	4	somatic	29	697	1.7599	9.0777	0.19387	-23803.387014	-23803.387014	1	1	-23577.635246	-23576.97445	0.250306536232322	0.911532969446039	0	2	No
SLC45A3	"solute carrier family 45, member 3"	1:205659234-205664656	yes	no	prostate			E	Dom	fusion	T	1	somatic	28	554	0.6701	9.1368	0.07334	-13218.882695	-13218.882695	1	1	-13104.790766	-13104.790766	1	1	0	2	No
SMAD2	SMAD family member 2	18:47841827-47896756	yes	no	"colorectal carcinoma, hepatocellular carcinoma"			E	Rec	TSG	"Mis, N"	18	somatic	28	468	0.0144	3.6058	0.00399	-6576.89965	-6576.896031	0.932200623546306	1	-6573.10405	-6573.104406	1	1	0	0	No
SMAD3	SMAD family member 3	15:67066155-67190536	yes	no	"colorectal carcinoma, oral squamous cell carcinoma"			E	Rec	TSG	Mis	15	somatic	22	426	0.1383	5.7159	0.0242	-6356.415771	-6356.415781	1	1	-6301.091759	-6301.091792	1	1	0	0	No
SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	22:23787170-23834180	yes	yes	malignant rhabdoid	malignant rhabdoid	rhabdoid predisposition syndrome	M	Rec	TSG	"D, N, F, S"	22	som&germ	26	386	0.1511	7.9871	0.01892	-7032.665298	-7032.661582	0.931300238024283	1	-7007.939666	-7007.939666	1	1	0	0	No
SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	12:50085487-50099000	yes	no	breast			E	Rec	TSG	N	12	somatic	25	516	0.1728	2.5087	0.0689	-7065.858555	-7065.858554	0.99887162153116	1	-7045.005652	-7045.005652	1	1	0	0	No
SMO	smoothened homolog (Drosophila)	7:129189152-129212451	yes	no	skin basal cell			E	Dom	oncogene	Mis	7	somatic	27	789	0.3005	5.7123	0.05261	-14903.907913	-14903.908128	1	1	-14820.85888	-14820.85888	1	1	0	0	No
SND1	staphylococcal nuclease and tudor domain containing 1	7:127652374-128092058	yes	no	pancreas acinar carcinoma			E	Dom	"oncogene, fusion"	T	7	somatic	28	911	0.1626	5.2575	0.03093	-16740.779522	-16740.779594	1	1	-16644.622079	-16644.622079	1	1	0	0	No
SPEN	spen family transcriptional repressor	1:15848068-15939427	yes	no	"SMZL, adenoid cystic carcinoma, DLBCL"			L	Rec	TSG	"F, Mis, N"	1	somatic	29	3660	0.9514	5.3429	0.17807	-94255.812571	-94255.812571	1	1	-93872.260452	-93871.520788	0.22387969253323	0.865800226876296	3	17	No
SPOP	speckle type POZ protein	17:49600378-49622810	yes	yes	"prostate, endometrial"	prostate cancer		E	Rec	TSG	Mis	17	som&germ	28	375	0.2299	3.0087	0.07643	-5536.086048	-5536.086048	1	1	-5524.991656	-5524.991656	1	1	0	0	No
SRC	"SRC proto-oncogene, non-receptor tyrosine kinase"	20:37384154-37403379	yes	no	"colorectal cancer, endometrial carcinoma"			E	Dom	oncogene	"Mis, N"	20	somatic	22	543	0.1293	7.0137	0.01843	-8345.945665	-8345.945676	1	1	-8301.531442	-8301.531784	1	1	0	0	No
SRSF3	serine/arginine-rich splicing factor 3	6:36596763-36601989	yes	no	follicular lymphoma			L	Dom	"oncogene, fusion"	T	6	somatic	28	165	0.4533	3.9773	0.11397	-3239.14034	-3239.14034	1	1	-3234.060591	-3234.031905	0.810698878529418	1	0	0	No
SS18	"synovial sarcoma translocation, chromosome 18"	18:26018354-26090569	yes	no	synovial sarcoma			M	Dom	fusion	T	18	somatic	27	419	0.5209	3.4102	0.15276	-7270.39382	-7257.265413	2.98898334971653e-07	4.83772490305972e-06	-7264.175692	-7256.740755	0.000115187972239639	0.0013604633478033	2	2	Yes
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	20:62143822-62179209	yes	no	synovial sarcoma			M	Dom	fusion	T	20	somatic	26	403	0.7413	10.2839	0.07209	-9119.062117	-9119.062117	1	1	-9013.78006	-9013.78006	1	1	0	0	No
STAG2	stromal antigen 2	X:124022628-124100597	yes	no	"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms"			E,L,M,O	Rec	TSG	"Mis, N, F, S"	X	somatic	17	1269	0.0369	1.6662	0.02213	-11010.42394	-11010.423939	0.998871621018033	1	-11007.837859	-11007.837912	1	1	0	0	No
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	17:42315745-42348516	yes	yes	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	"Mis,O"	17	som&germ	25	771	0.1354	5.8084	0.02332	-13253.49675	-13253.49686	1	1	-13177.592733	-13177.59273	0.998045592168486	1	0	0	No
STAT5B	signal transducer and activator of transcription 5B	17:42201738-42232127	yes	no	"large granular lymphocytic leukaemia, skin basal cell, APL"			L,E	Dom	"oncogene, TSG, fusion"	"Mis, O, T"	17	somatic	22	788	0.4579	8.0221	0.05708	-15313.10036	-15313.100378	1	1	-15150.366119	-15150.366118	0.998871621018033	1	0	0	No
STAT6	"signal transducer and activator of transcription 6, interleukin-4 induced"	12:57096572-57108278	yes	no	"solitary fibrous tumour, meningeal haemangiopericytoma"			M,O	Dom	"oncogene, fusion"	T	12	somatic	27	848	0.7139	5.1301	0.13917	-19191.398369	-19191.399057	1	1	-19082.099822	-19082.099822	1	1	0	0	No
STIL	SCL/TAL1 interrupting locus	1:47251136-47310319	yes	no	T-ALL			L	Dom	"oncogene, fusion"	T	1	somatic	28	1289	1.5002	4.5842	0.32726	-34846.961891	-34846.961891	1	1	-34749.051877	-34743.278795	0.000678891831695116	0.00644947240110361	1	1	Yes
STK11	serine/threonine kinase 11 gene (LKB1)	19:1206914-1226647	yes	yes	"NSCLC, pancreatic"	"jejunal hamartoma, ovarian, testicular, pancreatic"	Peutz-Jeghers syndrome	E,M,O	Rec	TSG	"D, Mis, N, F, S"	19	som&germ	24	438	0.5285	13.7195	0.03852	-9517.63677	-9517.63677	1	1	-9373.670611	-9373.670616	1	1	0	0	No
STRN	"striatin, calmodulin binding protein"	2:36849456-36966463	yes	no	"anaplastic thyroid, papillary thyroid, lung"			E	Dom	fusion	T	2	somatic	29	781	0.3012	4.2771	0.07043	-14321.819007	-14321.819138	1	1	-14268.809099	-14268.809099	1	1	0	1	No
SUFU	suppressor of fused homolog (Drosophila)	10:102504153-102630155	yes	yes	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	"D, F, S"	10	som&germ	18	485	0.2723	3.4471	0.07901	-7393.757622	-7393.757621	0.998871621018033	1	-7350.634593	-7350.634593	1	1	0	0	No
SUZ12	suppressor of zeste 12 homolog (Drosophila)	17:31937247-31999003	yes	no	endometrial stromal tumour			M	Dom	"oncogene, TSG, fusion"	T	17	somatic	24	740	0.1511	2.977	0.05074	-9436.554141	-9436.554141	1	1	-9401.226315	-9401.226965	1	1	0	0	No
SYK	spleen tyrosine kinase	9:90843899-90895600	yes	no	"MDS, peripheral T-cell lymphoma"			L	Dom	"oncogene, fusion"	T	9	somatic	28	636	0.5158	9.2133	0.05599	-15624.848652	-15624.848652	1	1	-15461.765432	-15461.765432	1	1	0	0	No
TAF15	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa"	17:35809571-35846946	yes	no	"extraskeletal myxoid chondrosarcoma, ALL"			L,M	Dom	"oncogene, fusion"	T	17	somatic	18	568	0.3937	2.8951	0.13598	-8102.088667	-8102.088667	1	1	-8088.260271	-8087.411922	0.19272037346627	0.765625483679635	0	0	No
TBX3	T-box 3	12:114671841-114683200	yes	no	"breast, large intestine, skin"			E	Dom	"oncogene, TSG"	"Mis, N, F, O"	12	somatic	23	746	0.6243	6.832	0.09138	-16192.669056	-16192.669056	1	1	-16066.236191	-16066.236191	1	1	0	0	No
TCEA1	"transcription elongation factor A (SII), 1"	8:53970288-53984488	yes	no	salivary adenoma			E	Dom	fusion	T	8	somatic	15	302	0.2253	2.9104	0.07742	-3811.567745	-3811.567745	1	1	-3805.335042	-3805.122654	0.514563482504851	1	0	1	No
TCF12	"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"	15:56919914-57288514	yes	no	extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	15	somatic	23	707	0.213	2.8204	0.07553	-9544.059834	-9544.059834	1	1	-9509.842472	-9509.842472	1	1	0	0	No
TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	19:1611707-1650248	yes	no	pre B-ALL			L	Dom	"oncogene, TSG, fusion"	T	19	somatic	13	655	0.7026	5.8988	0.11911	-12249.80682	-12249.80682	1	1	-12162.932877	-12162.932877	1	1	0	0	No
TCL1A	T-cell leukemia/lymphoma 1A	14:95711755-95714066	yes	no	T-CLL			L	Dom	"oncogene, fusion"	T	14	somatic	23	113	3.1048	8.332	0.37264	-3986.338504	-3985.266408	0.14311036427409	0.947564078602684	-3976.140678	-3974.535542	0.0731773174652988	0.347592257960169	0	1	No
TERT	telomerase reverse transcriptase	5:1253728-1294989	yes	yes	"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types"	melanoma		E,O	Dom	"oncogene, TSG"	Promoter Mis	5	som&germ	25	1128	2.1566	11.1744	0.19299	-42864.37223	-42864.37223	1	1	-42417.235673	-42417.235673	1	1	0	1	No
TET1	tet methylcytosine dioxygenase 1	10:68572340-68691815	yes	no	AML			L	Dom	"oncogene, TSG, fusion"	T	10	somatic	28	2137	2.1307	5.5831	0.38163	-70093.155046	-70093.155046	1	1	-69917.485033	-69914.352528	0.0123145474575233	0.0757951723794037	0	1	No
TET2	tet oncogene family member 2	4:105233943-105276519	yes	no	MDS			L	Rec	TSG	"Mis, N, F"	4	somatic	22	2010	1.2286	3.5124	0.34978	-46715.462673	-46715.462673	1	1	-46650.658119	-46649.966009	0.239383633693068	0.894108101913425	0	0	No
TFE3	transcription factor binding to IGHM enhancer 3	X:49030158-49043226	yes	no	"papillary renal, alveolar soft part sarcoma, renal"			E	Dom	"oncogene, fusion"	T	X	somatic	27	576	0.6448	6.2016	0.10398	-12846.498608	-12846.498638	1	1	-12787.073414	-12787.073414	1	1	0	0	No
TFG	TRK-fused gene	3:100713687-100748532	yes	no	"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma"			E,L,M	Dom	fusion	T	3	somatic	29	402	0.3629	3.4594	0.10491	-7172.812604	-7172.812604	1	1	-7147.707175	-7147.707175	1	1	0	0	No
TGFBR2	transforming growth factor beta receptor II	3:30606884-30691599	yes	yes	"head and neck, colorectal"	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	"Mis, F, N"	3	som&germ	16	593	0.2572	4.2512	0.06049	-8294.334319	-8294.334557	1	1	-8252.525549	-8252.525549	1	1	0	1	No
TLX1	"T-cell leukemia, homeobox 1 (HOX11)"	10:101131543-101136914	yes	no	T-ALL			L	Dom	"oncogene, fusion"	T	10	somatic	24	332	0.4277	7.4468	0.05743	-6172.020494	-6172.020494	1	1	-6119.069791	-6119.069791	1	1	0	0	No
TLX3	"T-cell leukemia, homeobox 3 (HOX11L2)"	5:171309367-171311600	yes	no	T-ALL			L	Dom	"oncogene, fusion"	T	5	somatic	24	292	0.3017	6.1214	0.04928	-4437.082039	-4437.082039	1	1	-4402.618581	-4402.618581	1	1	0	0	No
TMEM127	transmembrane protein 127	2:96253808-96265381	no	yes		"pheochromocytoma, renal cell carcinoma"		O,E	Rec	TSG	"F, N"	2	germinal	27	239	0.0636	6.2352	0.0102	-3891.255481	-3891.255491	1	1	-3885.988425	-3885.988416	0.996614872679752	1	0	0	No
TMPRSS2	"transmembrane protease, serine 2"	21:41466142-41498133	yes	no	prostate			E	Dom	fusion	T	21	somatic	25	493	1.8093	9.0977	0.19887	-17437.160684	-17434.838947	0.031171839974115	0.227034901144804	-17278.160238	-17277.962893	0.529844383299099	1	0	3	No
TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	6:137871228-137881319	yes	no	"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL"			L	Rec	TSG	"D, N, F"	6	somatic	27	791	0.7479	7.471	0.10011	-20513.788784	-20513.788785	1	1	-20275.389631	-20275.389631	1	1	0	0	No
TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	16:11965325-11967847	yes	no	intestinal T-cell lymphoma			L	Dom	"oncogene, fusion"	T	16	somatic	30	184	2.5851	6.7849	0.38102	-6981.392454	-6981.392454	1	1	-6955.544888	-6953.167426	0.029214582939429	0.161035633897149	0	1	No
TOP1	topoisomerase (DNA) I	20:41029068-41123297	yes	no	AML*			L	Dom	fusion	T	20	somatic	26	768	0.3852	5.8172	0.06622	-13715.426841	-13715.426842	1	1	-13680.660876	-13680.660875	0.998871621018033	1	0	2	No
TP53	tumor protein p53	17:7669609-7676594	yes	yes	"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types"	"breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types"	Li-Fraumeni syndrome	L,E,M,O	Rec	"oncogene, TSG, fusion"	"Mis, N, F, T"	17	som&germ	17	391	1.1889	4.833	0.24599	-9523.561522	-9523.561522	1	1	-9491.406604	-9489.683571	0.063402509611959	0.318470077016392	0	1	No
TP63	tumor protein p63	3:189631516-189894502	yes	yes	"HNSCC, DLBCL"	NSCLC		E		"oncogene, TSG"	"Mis, N, T"	3	som&germ	23	681	0.1024	4.4178	0.02318	-9924.034368	-9924.034368	1	1	-9903.007221	-9903.007255	1	1	0	0	No
TPR	translocated promoter region	1:186313971-186375028	yes	no	"papillary thyroid, NSCLC"			E	Dom	fusion	T	1	somatic	28	2364	0.3211	5.4074	0.05938	-45721.399818	-45721.140815	0.471693507230401	1	-45503.280331	-45503.280331	1	1	0	6	No
TRAF7	tumour necrosis factor receptor-associated factor 7	16:2163921-2176574	yes	no	meningioma			O	Dom	TSG	Mis	16	somatic	25	671	0.1964	9.0455	0.02172	-11442.191265	-11442.191338	1	1	-11375.203474	-11375.203474	1	1	0	0	No
TRIM24	tripartite motif containing 24	7:138460549-138584951	yes	no	APL			L	Dom	"oncogene, TSG, fusion"	T	7	somatic	26	1049	0.3191	4.2479	0.07513	-17290.267502	-17290.26773	1	1	-17224.429279	-17224.429279	1	1	0	2	No
TRIM27	tripartite motif-containing 27	6:28904070-28923632	yes	no	papillary thyroid			E	Dom	"oncogene, fusion"	T	6	somatic	26	514	0.337	6.3346	0.0532	-9182.79304	-9182.79304	1	1	-9096.580405	-9096.539542	0.774971873619028	1	0	0	No
TRIM33	"tripartite motif-containing 33 (PTC7,TIF1G)"	1:114397648-114511076	yes	no	papillary thyroid			E	Dom	"TSG, fusion"	T	1	somatic	26	1128	0.2546	3.1667	0.0804	-16856.783909	-16856.783909	1	1	-16835.962643	-16835.924206	0.781579235705899	1	0	2	No
TRIP11	thyroid hormone receptor interactor 11	14:91969673-92039685	yes	no	AML			L	Dom	fusion	T	14	somatic	27	1981	1.0939	5.1181	0.21374	-53565.075345	-53565.075345	1	1	-53380.518407	-53379.593238	0.173744088076713	0.716284589523806	0	3	No
TSC1	tuberous sclerosis 1 gene	9:132896235-132928872	yes	yes	"renal cell carcinoma, bladder carcinoma"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 1	E,O	Rec	TSG	"D, Mis, N, F, S"	9	som&germ	16	1166	0.4988	2.8862	0.17281	-19358.23754	-19358.23754	1	1	-19315.628807	-19315.557871	0.706427037983218	1	0	2	No
TSHR	thyroid stimulating hormone receptor	14:80955681-81144353	yes	yes	toxic thyroid adenoma	thyroid adenoma		E	Dom	oncogene	Mis	14	som&germ	22	765	0.6476	4.2408	0.15271	-15495.429784	-15495.337378	0.667270086098965	1	-15413.895643	-15412.69206	0.120780846253512	0.53085436276091	0	2	No
U2AF1	U2 small nuclear RNA auxiliary factor 1	21:43093102-43107494	yes	no	"CLL, MDS"			L	Dom	oncogene	Mis	21	somatic	25	240	0.4443	6.1688	0.07202	-5593.537628	-5593.537677	1	1	-5584.544848	-5584.544848	1	1	0	0	No
USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	17:5130368-5148597	yes	no	aneurysmal bone cyst			M	Dom	"oncogene, fusion"	T	17	somatic	27	1605	0.6249	4.8758	0.12816	-34074.346216	-34074.346215	0.998871621018033	1	-33883.765382	-33883.765381	0.998871621018033	1	0	1	No
USP8	ubiquitin specific peptidase 8	15:50439074-50499088	yes	no	corticotroph adenoma			E	Dom	oncogene	"Mis, N"	15	somatic	24	1119	0.6403	3.6881	0.1736	-21440.539595	-21440.539597	1	1	-21351.138432	-21351.138433	1	1	0	0	No
VHL	von Hippel-Lindau syndrome gene	3:10141848-10149965	yes	yes	"renal, haemangioma, pheochromocytoma"	"renal, haemangioma, pheochromocytoma"	Von Hippel-Lindau syndrome	E,M,O	Rec	TSG	"D, Mis, N, F, S"	3	som&germ	23	219	1.1079	5.3014	0.20899	-5223.515673	-5223.515673	1	1	-5189.233582	-5188.664951	0.286231624944946	1	0	0	No
WAS	Wiskott-Aldrich syndrome	X:48683854-48691162	no	yes		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	"Mis, N, F, S"	X	germinal	26	504	1.3216	7.0542	0.18735	-13313.24943	-13313.24943	1	1	-13265.241571	-13264.544809	0.237810880779733	0.894108101913425	0	2	No
WIF1	WNT inhibitory factor 1	12:65051349-65121191	yes	no	pleomorphic salivary gland adenoma			E	Dom	"TSG, fusion"	T	12	somatic	24	380	0.4447	3.8721	0.11485	-7022.271619	-7022.271619	1	1	-7000.363232	-6999.965866	0.372673097033419	1	0	1	No
WRN	Werner syndrome (RECQL2)	8:31058448-31173102	no	yes		"osteosarcoma, meningioma, other tumour types"	Werner syndrome	L,E,M,O	Rec	TSG	"Mis, N, F, S"	8	germinal	29	1413	1.8946	5.2366	0.36181	-45699.841524	-45699.841522	0.998404231672128	1	-45536.51754	-45516.090707	1.64065205865427e-10	5.12117821165654e-09	3	2	Yes
WT1	Wilms tumour 1 gene	11:32389058-32435141	yes	yes	"Wilms tumour, desmoplastic small round cell tumour"	Wilms tumour	"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour"	O	Rec	"oncogene, TSG, fusion"	"D, Mis, N, F, S, T"	11	som&germ	16	450	0.1384	3.4756	0.03982	-5356.983115	-5356.983143	1	1	-5327.889305	-5327.889305	1	1	0	0	No
WWTR1	WW domain containing transcription regulator 1	3:149520805-149657306	yes	no	epithelioid haemangioendothelioma			M	Dom	"oncogene, fusion"	T	3	somatic	27	401	0.4491	5.8022	0.0774	-8230.869408	-8230.869409	1	1	-8189.769977	-8189.769977	1	1	0	0	No
XPA	"xeroderma pigmentosum, complementation group A"	9:97675439-97697292	no	yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (A)	E	Rec	TSG	"Mis, N, F, S"	9	germinal	24	274	0.7161	4.1531	0.17242	-5715.24638	-5715.24638	1	1	-5699.384337	-5699.298616	0.678833423618256	1	0	1	No
XPC	"xeroderma pigmentosum, complementation group C"	3:14145941-14178568	no	yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (C)	E	Rec	TSG	"Mis, N, F, S"	3	germinal	30	943	2.2107	8.4594	0.26133	-34043.75302	-34043.75302	1	1	-33812.426576	-33807.609795	0.001910537264184	0.0158399596259008	0	3	No
XPO1	"exportin 1 (CRM1 homolog, yeast)"	2:61478820-61533897	yes	no	CLL			L	Dom	oncogene	Mis	2	somatic	29	1072	0.0721	4.3468	0.01659	-15638.769808	-15638.770751	1	1	-15606.290517	-15606.290453	0.990973159247645	1	0	0	No
YWHAE	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)"	17:1345447-1400110	yes	no	endometrial stromal sarcoma			M	Dom	"TSG, fusion"	T	17	somatic	26	256	0.036	1.4343	0.02511	-2460.271978	-2460.271978	1	1	-2460.284711	-2460.27623	0.896377938514591	1	0	0	No
ZBTB16	zinc finger and BTB domain containing 16	11:114063302-114250556	yes	no	APL			L	Dom	"TSG, fusion"	T	11	somatic	30	674	0.1877	6.3588	0.02952	-11811.503683	-11811.503683	1	1	-11737.88984	-11738.28453	1	1	0	0	No
ZNF331	zinc finger protein 331	19:53569378-53577953	yes	no	follicular thyroid adenoma			E	Dom	"TSG, fusion"	T	19	somatic	21	465	0.6197	6.5859	0.0941	-9636.214811	-9636.214811	1	1	-9547.874223	-9547.874223	1	1	0	0	No
ZNF384	zinc finger protein 384 (CIZ/NMP4)	12:6667714-6679520	yes	no	ALL			L	Dom	fusion	T	12	somatic	29	578	0.1362	3.6222	0.0376	-8619.908552	-8611.906348	6.31951753035098e-05	0.000673568087991068	-8605.862401	-8602.389633	0.00840286555441361	0.0548067499593843	1	1	Yes
ZNF521	zinc finger protein 521	18:25062712-25350946	yes	no	ALL			L	Dom	"oncogene, fusion"	T	18	somatic	15	1312	0.0804	3.5408	0.02269	-15633.938436	-15633.938439	1	1	-15585.434156	-15585.435367	1	1	0	0	No
